idclientecrm,monto_total1,monto_total2,monto_total3,monto_total4,monto_total5,contratado Super Destacado1,contratado Super Destacado2,contratado Super Destacado3,contratado Super Destacado4,contratado Super Destacado5,contratado Destacado1,contratado Destacado2,contratado Destacado3,contratado Destacado4,contratado Destacado5,contratado Simple1,contratado Simple2,contratado Simple3,contratado Simple4,contratado Simple5,contratado Desarrollo Super Destacado1,contratado Desarrollo Super Destacado2,contratado Desarrollo Super Destacado3,contratado Desarrollo Super Destacado4,contratado Desarrollo Super Destacado5,contratado Desarrollo Destacado1,contratado Desarrollo Destacado2,contratado Desarrollo Destacado3,contratado Desarrollo Destacado4,contratado Desarrollo Destacado5,contratado Desarrollo Simple1,contratado Desarrollo Simple2,contratado Desarrollo Simple3,contratado Desarrollo Simple4,contratado Desarrollo Simple5,contratado freemium1,contratado freemium2,contratado freemium3,contratado freemium4,contratado freemium5,Lead Venta1,Lead Venta2,Lead Venta3,Lead Venta4,Lead Venta5,Lead Alquiler1,Lead Alquiler2,Lead Alquiler3,Lead Alquiler4,Lead Alquiler5,Lead Alquiler temporal1,Lead Alquiler temporal2,Lead Alquiler temporal3,Lead Alquiler temporal4,Lead Alquiler temporal5
10400002,766.0,766.0,766.0,766.0,766.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,80.0,58.0,53.0,87.0,389.0,408.0,407.0,253.0,425.0,0.0,0.0,0.0,0.0,0.0
10400005,362.0,362.0,362.0,362.0,361.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,115.0,115.0,115.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,11.0,13.0,24.0,140.0,162.0,75.0,101.0,200.0,0.0,0.0,0.0,0.0,0.0
10400007,260.0,260.0,260.0,260.0,260.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,60.0,60.0,60.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,9.0,26.0,40.0,115.0,211.0,105.0,20.0,201.0,0.0,0.0,0.0,0.0,0.0
10400010,1359.0,1359.0,1359.0,1349.0,1349.0,5.0,5.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0,37.0,30.0,47.0,162.0,146.0,85.0,105.0,124.0,0.0,0.0,0.0,0.0,0.0
10400013,199.0,199.0,199.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10400014,1499.0,1499.0,1499.0,1499.0,1499.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,68.0,68.0,61.0,76.0,439.0,682.0,801.0,991.0,654.0,0.0,0.0,0.0,0.0,0.0
10400015,3958.0,3958.0,1359.0,1359.0,1359.0,55.0,5.0,5.0,5.0,5.0,30.0,30.0,30.0,30.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,238.0,130.0,163.0,136.0,185.0,244.0,172.0,197.0,136.0,0.0,0.0,0.0,0.0,0.0
10400022,565.0,565.0,565.0,565.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,11.0,17.0,12.0,34.0,16.0,15.0,62.0,106.0,0.0,0.0,0.0,0.0,0.0
10400024,5149.0,5149.0,2899.0,2899.0,2899.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,20.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,110.0,122.0,135.0,131.0,974.0,710.0,619.0,791.0,840.0,0.0,0.0,0.0,0.0,0.0
10400025,530.0,530.0,530.0,530.0,530.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,15.0,14.0,10.0,3.0,31.0,23.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0
10400028,1190.0,1190.0,1190.0,1190.0,1190.0,12.0,12.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,91.0,67.0,57.0,58.0,4.0,8.0,9.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0
10400030,1900.0,1900.0,1900.0,1499.0,1499.0,14.0,14.0,1.0,1.0,1.0,40.0,40.0,30.0,30.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,120.0,116.0,95.0,87.0,335.0,220.0,138.0,199.0,204.0,0.0,0.0,0.0,0.0,0.0
10400034,399.0,399.0,399.0,399.0,399.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,22.0,39.0,51.0,62.0,100.0,100.0,115.0,175.0,162.0,0.0,1.0,2.0,0.0,2.0
10400040,565.0,565.0,565.0,565.0,565.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,8.0,13.0,8.0,58.0,56.0,35.0,73.0,170.0,24.0,0.0,0.0,0.0,0.0
10400041,760.0,760.0,760.0,760.0,760.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,19.0,27.0,128.0,142.0,30.0,0.0,0.0,0.0,0.0,0.0
10400044,-157.0,0.0,700.0,700.0,414.0,4.0,4.0,4.0,2.0,2.0,6.0,6.0,6.0,3.0,3.0,120.0,120.0,120.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,19.0,16.0,19.0,0.0,5.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10400048,521.0,521.0,521.0,521.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,10.0,10.0,8.0,18.0,23.0,25.0,37.0,65.0,0.0,0.0,0.0,0.0,1.0
10400052,1275.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,163.0,190.0,183.0,196.0,112.0,102.0,311.0,275.0,291.0,0.0,0.0,0.0,0.0,0.0
10400056,1599.0,1599.0,1599.0,1599.0,1599.0,9.0,9.0,9.0,9.0,9.0,30.0,30.0,30.0,30.0,30.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,108.0,105.0,175.0,108.0,17.0,7.0,3.0,30.0,41.0,0.0,0.0,0.0,0.0,0.0
10400057,549.0,549.0,549.0,549.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,22.0,21.0,25.0,98.0,107.0,75.0,65.0,97.0,28.0,0.0,0.0,0.0,0.0
10400058,489.0,489.0,489.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,63.0,78.0,103.0,75.0,94.0,84.0,96.0,66.0,197.0,0.0,0.0,0.0,0.0,0.0
10400067,299.0,299.0,139.0,299.0,299.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,5.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10400072,1999.0,1999.0,1999.0,1999.0,1999.0,30.0,30.0,30.0,30.0,30.0,70.0,70.0,70.0,70.0,70.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,304.0,390.0,340.0,218.0,101.0,58.0,50.0,41.0,44.0,0.0,0.0,0.0,0.0,0.0
10400080,1049.0,1049.0,1049.0,1049.0,1049.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,61.0,77.0,76.0,49.0,23.0,35.0,30.0,34.0,46.0,0.0,0.0,0.0,0.0,0.0
10400083,2719.0,2719.0,2719.0,2719.0,2719.0,20.0,20.0,20.0,20.0,20.0,35.0,35.0,35.0,35.0,35.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,251.0,219.0,256.0,176.0,118.0,197.0,185.0,229.0,231.0,0.0,0.0,0.0,0.0,0.0
10400085,1149.0,1149.0,1149.0,1149.0,1149.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,54.0,62.0,89.0,82.0,140.0,233.0,150.0,120.0,264.0,18.0,31.0,4.0,0.0,0.0
10400086,517.0,517.0,517.0,517.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,52.0,52.0,56.0,134.0,196.0,303.0,100.0,143.0,15.0,0.0,0.0,0.0,0.0
10400087,398.0,398.0,398.0,398.0,398.0,6.0,6.0,6.0,6.0,6.0,30.0,30.0,30.0,30.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,10.0,5.0,9.0,8.0,3.0,3.0,2.0,0.0,59.0,54.0,34.0,23.0,25.0
10400088,669.0,669.0,669.0,669.0,669.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,74.0,84.0,99.0,120.0,446.0,357.0,346.0,116.0,160.0,0.0,0.0,0.0,0.0,0.0
10400089,296.0,296.0,296.0,296.0,297.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,60.0,60.0,60.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,6.0,14.0,7.0,22.0,48.0,59.0,58.0,125.0,0.0,0.0,0.0,0.0,0.0
10400090,6126.0,6126.0,6126.0,6126.0,7999.0,80.0,80.0,80.0,90.0,90.0,60.0,60.0,60.0,125.0,125.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,760.0,696.0,862.0,822.0,1213.0,1465.0,1487.0,1388.0,1587.0,0.0,0.0,0.0,0.0,0.0
10400092,499.0,499.0,499.0,499.0,499.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,9.0,314.0,402.0,341.0,477.0,285.0,0.0,0.0,0.0,0.0,0.0
10400094,799.0,939.0,939.0,939.0,799.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,193.0,182.0,139.0,144.0,30.0,72.0,17.0,21.0,34.0,0.0,0.0,0.0,4.0,2.0
10400097,438.0,438.0,438.0,288.0,288.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,7.0,7.0,25.0,25.0,25.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,5.0,4.0,10.0,16.0,12.0,41.0,94.0,0.0,0.0,0.0,1.0,11.0
10400099,716.0,716.0,716.0,716.0,716.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,73.0,58.0,100.0,58.0,105.0,156.0,91.0,116.0,139.0,80.0,17.0,17.0,5.0,4.0
10400102,1749.0,1749.0,1749.0,1749.0,1749.0,6.0,6.0,6.0,6.0,6.0,50.0,50.0,50.0,50.0,50.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,38.0,30.0,32.0,25.0,167.0,353.0,323.0,569.0,540.0,0.0,0.0,0.0,0.0,0.0
10400103,233.0,233.0,233.0,233.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10400104,568.0,568.0,568.0,568.0,568.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,94.0,141.0,229.0,298.0,0.0,8.0,10.0,1.0,10.0
10400107,577.0,577.0,577.0,577.0,577.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,3.0,13.0,13.0,297.0,431.0,502.0,558.0,269.0,0.0,0.0,0.0,0.0,0.0
10400109,5737.0,5737.0,5737.0,4737.0,4737.0,40.0,40.0,40.0,40.0,40.0,90.0,90.0,90.0,90.0,90.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,240.0,232.0,299.0,348.0,1002.0,1301.0,1240.0,1473.0,1465.0,17.0,11.0,28.0,0.0,0.0
10400121,800.0,800.0,800.0,800.0,800.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,10.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,61.0,81.0,67.0,68.0,307.0,213.0,151.0,423.0,208.0,0.0,0.0,0.0,0.0,0.0
10400123,481.0,481.0,262.0,481.0,700.0,2.0,2.0,4.0,4.0,2.0,6.0,6.0,6.0,6.0,3.0,225.0,225.0,220.0,220.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,352.0,316.0,238.0,211.0,219.0,0.0,0.0,0.0,0.0,0.0
10400127,1499.0,1499.0,1499.0,1499.0,1499.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,10200.0,10200.0,10200.0,10200.0,10200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,45.0,58.0,75.0,55.0,623.0,549.0,453.0,413.0,375.0,0.0,0.0,0.0,0.0,0.0
10400130,490.0,490.0,490.0,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,42.0,24.0,1.0,3.0,233.0,339.0,472.0,297.0,204.0,0.0,0.0,0.0,0.0,0.0
10400132,299.0,146.0,146.0,146.0,146.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,32.0,24.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10400137,999.0,999.0,999.0,999.0,99.0,4.0,4.0,4.0,4.0,8.0,10.0,10.0,10.0,10.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,52.0,31.0,22.0,30.0,296.0,250.0,270.0,406.0,377.0,0.0,0.0,0.0,0.0,0.0
10400138,999.0,999.0,1499.0,1499.0,1499.0,4.0,8.0,8.0,8.0,8.0,10.0,30.0,30.0,30.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,94.0,111.0,102.0,112.0,395.0,337.0,495.0,682.0,480.0,0.0,0.0,0.0,0.0,0.0
10400139,899.0,1749.0,1749.0,1749.0,1749.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,144.0,88.0,83.0,81.0,286.0,255.0,317.0,236.0,312.0,0.0,0.0,0.0,0.0,0.0
10400142,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
10400146,2908.0,2908.0,2908.0,2908.0,2908.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,126.0,152.0,80.0,82.0,492.0,609.0,753.0,841.0,719.0,34.0,74.0,119.0,86.0,92.0
10400147,399.0,399.0,-2.0,900.0,499.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,7.0,7.0,7.0,30.0,30.0,15.0,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,23.0,15.0,47.0,2.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
10400149,549.0,549.0,549.0,900.0,348.0,0.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,30.0,15.0,15.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,17.0,36.0,27.0,55.0,94.0,72.0,201.0,131.0,0.0,0.0,0.0,0.0,0.0
10400153,299.0,247.0,247.0,247.0,247.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,65.0,65.0,65.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41.0,36.0,63.0,46.0,46.0,85.0,62.0,118.0,36.0,6.0,0.0,1.0,2.0,0.0
10400156,549.0,549.0,549.0,549.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,11.0,1.0,24.0,35.0,120.0,119.0,100.0,139.0,0.0,0.0,0.0,0.0,0.0
10400161,499.0,499.0,380.0,380.0,380.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,7.0,4.0,2.0,5.0,19.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0
10400165,223.0,223.0,223.0,223.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,64.0,56.0,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10400167,594.0,594.0,594.0,594.0,594.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,22.0,8.0,120.0,6.0,62.0,101.0,162.0,7.0,3.0,6.0,2.0,2.0
10400169,591.0,591.0,591.0,591.0,591.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,7.0,4.0,4.0,198.0,209.0,259.0,149.0,230.0,0.0,0.0,0.0,0.0,0.0
